年份,省份,二氧化碳排放量,,,,,,,,,,,,国内生产总值状况,,,,,,,,,,,,,,,,,,,,,全社会固定资产投资,人口状况,,,
,,煤炭二氧化碳排放量,焦炭二氧化碳排放量,原油二氧化碳排放量,汽油二氧化碳排放量,煤油二氧化碳排放量,柴油二氧化碳排放量,燃料油二氧化碳排放量,液化石油气二氧化碳排放量,天然气二氧化碳排放量,二氧化碳排放总量,人均二氧化碳排放量,二氧化碳排放强度,,,,,,,,,,,,,,,,,,,,,,,,,,
,,万吨,万吨,万吨,万吨,万吨,万吨,万吨,万吨,万吨,万吨,吨/人,吨CO2/万元,地区生产总值(亿元),地区生产总值－第一产业(亿元),地区生产总值－第二产业(亿元),地区生产总值－工业(亿元),地区生产总值－建筑业(亿元),地区生产总值－第三产业(亿元),地区生产总值－交通运输、仓储和邮政业(亿元),地区生产总值－批发和零售业(亿元),地区生产总值－住宿和餐饮业(亿元),地区生产总值－金融业(亿元),地区生产总值－房地产业(亿元),地区生产总值－其他服务业(亿元),第一产业占GDP比重(%)(没有单位),第二产业占GDP比重(%)(没有单位),第三产业占GDP比重(%)(没有单位),人均地区生产总值(元),地区生产总值指数（上年＝100）(没有单位),地区生产总值指数－第一产业（上年＝100）(没有单位),地区生产总值指数－第二产业（上年＝100）(没有单位),地区生产总值指数－第三产业（上年＝100）(没有单位),社会消费品零售总额(亿元),,年底人口数(万人),人口出生率(‰)(没有单位),人口死亡率(‰)(没有单位),人口自然增长率(‰)(没有单位)
2006,天津市,7247.9741,1549.6563,2723.0818,374.405,49.6886,765.7436,339.624,,242.9018,13293.075,12.3657,2.979,4462.74,118.23,2488.29,2292.73,195.56,1752.63,252.86,468.12,79.41,186.87,160.72,604.65,2.7,57.1,40.2,41163,114.7,103.3,117.7,111.1,1356.7865,1820.516,1075,7.67,6.07,1.6
2006,河北省,40613.9306,15638.4691,3165.1906,772.5325,17.8587,1501.5121,172.2533,,60.8337,61942.581,8.9798,5.402,11467.6,1606.48,6115.01,5490.54,624.47,3938.94,971.5,661.21,121.96,279.72,354.6,1549.95,13.8,52.4,33.8,16962,113.4,105,115.1,114.3,3397.423,5470.2356,6898,12.82,6.59,6.23
2006,山西省,53943.8663,6922.4472,,332.1439,31.678,826.9956,32.0221,,130.327,62219.48,18.4354,12.754,4878.61,276.77,2748.33,2485.06,263.27,1727.44,383.38,295.61,112.95,138.26,118.06,679.18,5.8,57.8,36.4,14123,112.8,105.1,115.4,107.6,1613.44,2255.7351,3375,11.48,5.73,5.75
2006,内蒙古自治区,30802.582,2887.7563,420.9408,620.1522,16.7653,1527.1475,31.6099,,311.3126,36618.267,15.2767,7.406,4944.25,649.62,2327.44,1978.19,349.24,1814.42,426.16,390.9,170.03,87.81,122.32,617.2,13.6,48.6,37.8,20053,119.1,105.6,125.7,115.8,1595.2651,3363.2077,2397,9.87,5.91,3.96
2006,中国,455157.2155,79882.1166,97509.486,15353.8316,3416.0573,36687.452,13849.7957,6854.9597,12153.9651,720864.88,5.484,3.285,219438.4748,23317.0068,104359.2279,92235.797,12450.1033,91762.2401,12186.2505,16533.4292,4792.5857,9972.2841,10320.8705,36910.7931,10.6258,47.5574,41.8168,16737.996,112.721,104.7553,113.4507,114.1342,76410,109998.1624,131448,12.09,6.81,5.28
2006,辽宁省,27039.8595,5613.0435,16798.441,1152.5313,105.9679,1821.9384,731.5295,,283.6019,53546.913,12.5373,5.755,9304.52,976.37,4729.5,4175.33,554.17,3545.28,565.67,952.66,202.99,250.13,294.7,1279.13,10.6,51.1,38.3,21788,114.2,106.9,118.6,110,3434.6478,5689.6384,4271,6.4,5.3,1.1
2006,吉林省,14363.1588,1051.71,2887.7386,565.2684,20.4404,941.5643,127.1053,,129.894,20086.88,7.3767,4.699,4275.12,672.76,1915.29,1659.29,256,1687.07,236.82,402.37,97.39,100.75,131.01,718.73,15.7,44.8,39.5,15720,115,104.2,117,117.4,1675.8413,2594.3415,2723,7.67,5,2.67
2006,黑龙江省,17171.9436,603.4237,5594.5814,1011.3387,31.1313,1481.1774,140.58,,531.05,26565.226,6.9488,4.277,6211.8,737.59,3365.31,3049.04,316.27,2086,325.08,460.9,116,67.74,195.24,921.04,11.9,54.4,33.7,16195,112.1,108.5,112.9,112.4,1997.7081,2235.9968,3823,7.57,5.18,2.39
2006,上海市,9785.7573,1877.1719,5542.5082,787.0296,795.6553,1149.9638,2554.7572,,546.6373,23039.481,12.6939,2.179,10572.24,93.8,5028.37,4670.11,358.26,5244.2,669.01,929.16,194.08,825.2,688.1,1938.65,0.9,48.5,50.6,57695,112.7,100.8,112.3,112,3360.4142,3900.0368,1815,7.47,5.89,1.58
2006,江苏省,35062.3467,5282.4349,6963.3648,1316.4799,55.9149,1820.1096,637.4607,,677.6137,51815.725,6.863,2.383,21742.05,1545.01,12250.84,11110.24,1140.6,7849.23,928.41,2028.8,362.14,723.79,914.78,2891.31,7.1,56.6,36.3,28814,114.9,105,116,115.5,6623.1803,10069.223,7550,9.36,7.08,2.28
2006,浙江省,21566.02,910.0329,6394.9435,1185.5378,141.1387,2611.3645,763.932,,257.4066,33830.376,6.7932,2.152,15718.47,925.1,8509.57,7590.57,919,6307.85,630.94,1435.97,253.89,846.63,807.52,2332.9,5.9,54,40.1,31874,113.9,103.2,114.3,115.2,5325.3462,7590.2212,4980,10.29,5.42,4.87
2006,安徽省,16801.8304,1867.8929,1346.8896,286.4269,32.1943,743.642,68.5462,,42.2156,21189.638,3.468,3.467,6112.5,1028.66,2648.13,2190.18,457.95,2471.94,409.64,449.63,112.17,130.25,247.76,1122.5,16.7,43.1,40.2,10055,112.5,106.4,117.3,110.9,2029.4001,3533.5609,6110,12.6,6.3,6.3
2006,福建省,10265.2187,857.9958,1134.0907,609.316,112.346,1178.296,550.0183,,12.3399,14719.621,4.137,1.941,7583.85,896.17,3743.71,3311.59,432.12,2974.67,537.11,667.79,127.7,229.65,415.1,997.32,11.8,49.1,39.1,21471,114.8,102.5,117,116,2704.2307,2981.8231,3558,12,5.75,6.25
2006,江西省,8737.6931,1510.0199,1264.0018,193.2649,24.1457,972.0663,84.0183,,14.7213,12799.931,2.95,2.655,4820.53,786.14,2320.74,1806.15,514.59,1563.65,306.14,326.58,76.43,76.13,171.06,607.31,16.8,49.7,33.5,10798,112.3,106.5,116.3,109.9,1428.0151,2683.5744,4339,13.8,6.01,7.79
2006,山东省,55180.6784,4908.8105,11727.8885,1583.1966,72.5283,3784.7628,964.1808,,489.0509,78711.097,8.4554,3.594,21900.19,2138.9,12751.2,11555.99,1195.21,7187.26,1212.33,1611.66,530.36,576.69,779.7,2476.51,9.7,57.7,32.6,23794,114.7,105.2,116.7,114.5,7122.5463,11111.422,9309,11.6,6.1,5.5
2006,河南省,39962.0656,3414.4275,2106.4277,731.2671,48.6863,1072.5618,223.1081,,660.944,48219.488,5.1341,3.9,12362.79,2049.92,6724.61,6031.21,693.4,3721.44,739.29,682.4,377.94,219.72,348.7,1353.39,16.4,53.8,29.8,13313,114.4,107.3,117.7,112.9,3880.4699,5904.7144,9392,11.59,6.27,5.32
2006,湖北省,18364.1754,2154.0251,2573.7264,1234.4178,105.1175,1539.4227,399.4513,,143.7494,26514.086,4.6573,3.481,7617.47,1140.41,3365.08,2929.19,435.89,3075.83,425.37,649.37,179.51,174.99,264.73,1381.86,15,44.4,40.6,13296,113.2,105.1,115.9,113.7,3411.997,3343.4672,5693,9.08,5.95,3.13
2006,湖南省,17958.653,2357.3334,1737.2578,770.951,63.2649,1060.3796,133.2878,,92.0083,24173.136,3.8116,3.144,7688.67,1332.23,3151.7,2694.11,457.59,3084.96,426.09,558.88,151.39,184.7,268.52,1495.38,17.6,41.6,40.8,11950,112.8,104.8,116.5,111.7,2834.2204,3175.5246,6342,11.92,6.73,5.19
2006,广东省,21169.4021,1176.4328,8484.467,2259.1699,478.0553,4239.2865,4989.4793,,313.0445,43109.337,4.6334,1.621,26587.76,1577.12,13431.82,12500.22,931.6,11195.53,1113.77,2542.45,613.68,932.39,1784.68,4208.55,6,51.3,42.7,28332,114.8,104.2,116.9,113.4,9118.082,7973.3691,9304,11.78,4.49,7.29
2006,广西壮族自治区,7939.7007,1292.3635,357.467,537.8558,,1035.0542,76.3139,,26.4118,11265.167,2.3872,2.374,4746.16,1032.47,1878.56,1592.33,286.23,1917.47,261.14,439.39,129.18,110.2,192.2,785.37,21.4,38.9,39.7,10296,113.6,106.5,119.3,112.2,1600.8382,2198.7176,4719,14.44,6.1,8.34
2006,海南省,632.134,53.4117,695.8224,97.35,200.2122,195.0084,35.7632,,518.9265,2428.628,2.9051,2.324,1044.91,344.48,287.86,217.55,70.31,420.51,73.81,104.1,30.67,13.76,34.41,163.76,32.7,27.4,39.9,12654,113.2,109.1,119.8,111,308.2961,423.8914,836,14.59,5.73,8.86
2006,重庆市,7105.8234,942.6527,9.5861,252.5125,69.886,578.2677,8.4335,,867.0425,9834.204,3.5022,2.517,3907.23,425.81,1500.97,1234.12,266.85,1564.79,259.59,314.33,77.24,106.56,158.2,648.87,12.2,43,44.8,12457,112.4,94.5,116.9,114,1403.5809,2407.3568,2808,9.9,6.5,3.4
2006,四川省,16235.1873,2874.4105,529.0186,788.7575,321.4269,1099.2201,30.1198,,2296.5259,24174.667,2.9593,2.782,8690.24,1595.48,3775.19,3144.72,630.47,3267.14,451.19,541.68,259.18,299.49,336.18,1379.42,18.5,43.7,37.8,10546,113.5,102.6,120,111.8,3421.6483,4412.8753,8169,9.14,6.28,2.86
2006,贵州省,18910.9163,1366.2235,,231.1916,29.2482,526.1291,38.0777,,107.1626,21208.949,5.6449,9.068,2338.98,393.17,980.78,855.56,125.22,908.05,134.63,148.1,45.53,83.21,87,409.58,17.2,43,39.8,5787,112.8,104.6,114.2,112.3,689.7682,1197.4272,3757.18,13.97,6.71,7.26
2006,云南省,14236.0014,3585.6314,0.2117,375.225,106.4842,1028.0797,14.9648,,117.9871,19464.585,4.3419,4.881,3988.14,749.81,1712.6,1408.76,303.84,1544.31,175.98,306.2,80.87,144.03,168.64,668.59,18.7,42.8,38.5,8970,111.6,106.8,117,109.2,1188.8789,2208.6025,4483,13.2,6.3,6.9
2006,陕西省,14080.1703,825.4619,4502.5546,616.9599,105.6946,688.1246,3.1388,,615.4811,21437.586,5.7396,4.519,4743.61,488.48,2440.5,2094.02,346.48,1594.76,281.54,337.6,87.11,114.67,117.34,656.5,10.8,53.9,35.3,12138,113.9,107.4,114.3,112.4,1522.0028,2480.6855,3735,10.19,6.15,4.04
2006,甘肃省,7532.9605,1344.2001,4001.9011,257.8135,14.2141,364.5675,44.5455,,259.1385,13819.341,5.3029,6.07,2276.7,333.35,1043.19,868.13,175.06,900.16,169.58,145.89,59.56,50.51,73.21,401.41,14.7,45.8,39.5,8757,111.5,105.2,114.2,111.1,717.4744,1022.5882,2606,12.86,6.62,6.24
2006,青海省,1736.0045,256.3477,320.8766,53.8588,,83.7876,0.1902,,493.1642,2944.23,5.3727,4.54,648.5,69.64,331.16,265.12,66.04,240.78,35.27,38.9,11.13,22.67,15.86,116.95,10.9,51.6,37.5,11762,113.3,103.5,115.8,110.5,180.1065,408.5366,548,15.24,6.27,8.97
2006,宁夏回族自治区,6639.6809,361.3096,527.4461,55.5574,6.8337,242.2184,3.1071,,171.8931,8008.046,13.2584,11.032,725.9,79.54,349.83,289.33,60.5,281.39,50.46,39.69,13.04,35.93,24.7,117.57,11.2,49.2,39.6,11847,112.7,106.2,117.7,109.1,198.9647,498.7452,604,15.53,4.84,10.69
2006,新疆维吾尔自治区,8440.7768,660.4153,5484.4474,345.0594,93.7887,1057.0628,61.2224,,1408.051,17550.824,8.5614,5.763,3045.26,527.8,1459.3,1241.33,217.97,1058.16,165.6,163.15,51.77,99.25,68.9,509.49,17.3,48,34.7,15000,111,105.7,111.2,113.6,727.5884,1567.0521,2050,15.79,5.03,10.76
2006,延边朝鲜族自治州,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,西藏自治区,,,,,,,,,,,,,290.76,50.9,80.1,21.71,58.39,160.01,13.62,24.08,15.34,4.3,11.76,90.91,17.5,27.5,55,10430,113.3,103.1,123,112.4,89.7034,231.1415,281,17.4,5.7,11.7
2007,北京市,5678.9316,1025.8203,2875.5518,951.0075,841.6081,595.2236,135.8559,,1009.7094,13113.708,8.0304,1.332,9846.81,101.26,2509.4,2082.76,426.64,6742.66,502.61,879.42,247.01,1286.28,644.24,3183.1,1.1,26.8,72.1,58204,114.5,102.2,112.7,113.7854,3800.2,3907.1967,1633,8.32,4.92,3.4
2007,天津市,7471.3321,1912.3692,2873.2234,410.4573,58.8609,808.5518,284.1719,,308.9312,14127.898,12.6708,2.69,5252.76,110.19,2892.53,2661.87,230.66,2047.68,294.06,498.61,92.61,288.17,189.42,684.81,2.2,57.3,40.5,46122,115.5,101.4,116.5,114.2892,1603.7,2353.1494,1115,7.91,5.86,2.05
2007,河北省,46708.45,14684.1604,3401.3045,729.3634,18.8914,1651.3875,153.1669,,260.8705,67607.595,9.7375,4.969,13607.32,1804.72,7241.8,6555.24,686.56,4662.98,1161.63,714.84,132.55,353.22,409.64,1891.1,13.2,52.8,34,19877,112.8,104,114.1,114.1,3986.2,6884.6817,6943,13.33,6.78,6.55
2007,山西省,55565.4614,7235.271,,365.5603,36.1427,843.7966,45.6235,,149.5946,64241.45,18.9335,10.664,6024.45,269.68,3438.58,3141.89,296.68,2025.09,437.62,348.61,136.5,160.31,135.89,806.16,4.7,60,35.3,16945,115.9,99.8,117.1,111.9,1914.1,2861.4572,3393,11.3,5.97,5.33
2007,内蒙古自治区,35259.9041,3474.2544,431.8877,691.5246,19.5596,1796.2101,22.8276,,573.915,42270.083,17.5759,6.581,6423.18,762.1,3154.56,2742.67,411.89,2174.46,510.42,458.42,204.09,137.81,148.04,715.67,12.5,51.8,35.7,25393,119.2,103.9,125.8,115.6606,1904.1,4372.8799,2405,10.21,5.73,4.48
2007,中国,492116.9762,83534.5826,102911.5524,16163.7586,3777.41,38737.1674,13181.3192,7228.4491,15051.0343,772702.25,5.8481,2.861,270092.3237,27674.1072,126630.5421,111690.8268,15348.0177,115787.6744,14605.0953,20941.0951,5548.1137,15199.9526,13713.973,44561.5045,10.2462,46.8842,42.8697,20494.3773,114.2309,103.5236,115.0507,116.0715,89210,137323.9381,132129,12.1,6.93,5.17
2007,辽宁省,28967.3137,6583.6192,17821.823,1294.8368,115.8692,2150.3623,710.8895,,308.2818,57952.996,13.4837,5.191,11164.3,1133.4,5853.1,5199.89,653.21,4036.99,642.83,1062.34,224.06,298.73,360.81,1448.22,10.3,53.1,36.6,25729,115,104,119.7,110.3,4030.1,7435.2262,4298,6.89,5.36,1.53
2007,吉林省,14929.6497,1169.6454,2981.9059,597.2205,22.6879,1251.6992,126.5664,,140.069,21219.444,7.7727,4.015,5284.69,783.8,2475.45,2170.74,304.71,2025.44,275.76,485.96,117.35,126.03,153.03,867.31,14.8,46.8,38.3,19383,116.1,101.2,121.2,116.4,1999.2,3651.364,2730,7.55,5.05,2.5
2007,黑龙江省,18746.6181,649.8762,5703.3245,1101.2205,11.6932,1543.1114,149.6159,,664.6243,28570.084,7.4713,4.022,7104,915.38,3695.58,3326.9,368.68,2454.04,364.63,530.02,130.9,135.7,226.6,1066.19,13,52.3,34.7,18478,112,104.1,112,114.7782,2331.1,2833.4993,3824,7.88,5.39,2.49
2007,上海市,10007.3077,2089.7878,5199.9797,877.6142,897.3407,1293.1436,2690.518,,601.4092,23657.101,12.7326,1.894,12494.01,101.84,5678.51,5298.08,380.43,6408.5,723.13,1077.76,219.36,1209.08,806.79,2372.38,0.8,46.6,52.6,66367,115.2,102,111.5,117.0731,3847.8,4420.3747,1858,9.07,6.03,3.04
2007,江苏省,37962.2899,5397.5923,7420.896,1410.3448,63.1434,1884.6474,750.1086,,965.1124,55854.135,7.3251,2.147,26018.48,1816.24,14306.4,13016.84,1289.56,9618.52,1039.46,2432.88,410.63,1202.1,1132.32,3401.13,7.1,55.6,37.4,33928,114.9,103.1,115.5,116.1859,7838.1,12268.0635,7625,9.37,7.07,2.3
2007,浙江省,24780.9931,934.777,6800.1595,1309.3925,150.2807,2710.4651,720.6229,,391.6304,37798.321,7.47,2.016,18753.73,986.02,10148.45,9095.65,1052.8,7645.96,739.44,1711.2,305.96,1122.86,1004.62,2761.89,5.3,54,40.7,37411,114.7,102.3,115.5,115.4483,6214,8420.4275,5060,10.38,5.57,4.81
2007,安徽省,18615.5221,2318.8998,1364.0659,336.5369,34.4418,803.3442,41.9774,,87.2455,23602.034,3.8578,3.206,7360.92,1200.18,3289.12,2752.08,537.04,2874.88,483.04,525.71,132.62,154.73,294.99,1283.8,16.3,44.7,39,12045,114.2,103.6,119.5,112.2454,2403.7,5087.53,6118,12.75,6.4,6.35
2007,福建省,11639.1013,1019.6057,1065.4459,773.6747,149.0961,1448.0096,396.1223,,10.3915,16501.447,4.6081,1.784,9248.53,1002.11,4549.42,4018.42,531,3697.6,650.25,809.15,138.9,364.32,481.33,1253.65,10.8,49.2,40,25908,115.2,103.9,118.8,113.9707,3187.9,4287.7524,3581,11.9,5.9,6
2007,江西省,9836.94,1711.6098,1198.9253,206.7955,23.6902,915.2779,66.422,,22.515,13982.176,3.201,2.411,5800.25,905.77,2840.92,2277.69,563.23,1753.56,337.6,362.72,86.92,85.72,189.35,691.25,16.5,51.7,31.9,12633,113.2,104.1,117.3,111.1293,1683.1,3301.9427,4368,13.86,5.99,7.87
2007,山东省,60320.8795,7427.3528,12324.8261,1677.5301,97.2511,3989.2566,1164.3344,,505.0712,87506.502,9.342,3.395,25776.91,2509.14,14776.53,13412.72,1363.81,8680.24,1399.94,1958.24,609.68,841.86,935.55,2934.96,9.7,56.9,33.4,27807,114.2,104,115.8,114.7028,8438.8,12537.7014,9367,11.11,6.11,5
2007,河南省,44087.4617,4115.5675,2158.6219,617.6628,51.7235,1427.4889,199.044,,717.4479,53375.018,5.7025,3.555,15012.46,2217.66,8282.83,7508.33,774.5,4511.97,866.73,765.76,493.4,302.31,447.44,1636.33,14.8,55.2,30.1,16012,114.6,103.8,118.1,114.1,4597.5,8010.1136,9360,11.26,6.32,4.94
2007,湖北省,20044.2215,2348.398,2751.84,1616.3788,109.2785,1889.0801,391.6836,,186.8309,29337.711,5.1479,3.143,9333.4,1378,3966.68,3451.62,515.06,3886,479.92,749.81,221.07,337.27,379.65,1718.28,14.9,43,42.1,16206,114.6,104.7,115.1,117.7,4028.5,4330.3573,5699,9.19,5.96,3.23
2007,湖南省,19554.79,2623.0174,2031.1301,795.6399,74.4114,1224.545,127.4541,,126.4302,26557.418,4.179,2.813,9439.6,1626.52,3916.44,3375.87,540.57,3657.04,477.27,650.94,184.02,211.74,332.62,1800.45,17.7,42.6,39.8,14492,115,104,118.1,115,3356.5,4154.7577,6355,11.96,6.71,5.25
2007,广东省,23962.5467,1320.172,8890.8624,2453.4599,519.7864,4458.1634,4173.773,,989.1428,46767.907,4.9495,1.472,31777.01,1695.57,15939.1,14910.03,1029.07,13449.73,1254.58,2805.16,716.18,1798.22,2141.47,4734.11,5.5,51.3,43.3,33151,114.9,103.2,117,113.3846,10598.1,9294.2635,9449,11.96,4.66,7.3
2007,广西壮族自治区,9079.9508,1490.4308,462.6115,579.004,0.82,1160.1311,66.1049,,29.0097,12868.063,2.6988,2.21,5823.41,1241.35,2425.29,2090.1,335.19,2289,311.22,510.21,162.35,150.35,239.45,915.43,20.8,40.7,38.4,12555,115.1,105.5,120.7,114.632,1897.9,2939.6701,4768,14.19,5.99,8.2
2007,海南省,787.87,65.8411,2468.4307,136.4774,196.4157,183.5392,63.9807,,506.5866,4409.141,5.2179,3.516,1254.17,361.07,364.26,278.37,85.89,497.95,86.36,121.1,35.64,22.44,45.78,186.63,29.5,29.8,40.7,14555,115.8,108,125.8,113,362,502.3744,845,14.62,5.71,8.91
2007,重庆市,7760.5235,926.128,0.3931,253.2154,82.0348,725.6942,24.8567,,942.381,10715.227,3.8051,2.292,4676.13,482.39,1892.1,1572.26,319.84,1748.02,265.74,366.19,91.85,122.54,196.06,705.64,11.7,45.9,42.4,14660,115.9,109.5,120.6,112.4,1661.2,3127.7376,2816,10.1,6.3,3.8
2007,四川省,17980.7243,3276.4448,725.6088,967.7596,390.6447,1222.0342,22.7325,,2427.9354,27013.884,3.324,2.558,10562.39,2032,4641.3,3913.92,727.38,3832,511.5,624.74,309.75,359.11,396.84,1630.06,19.3,44.2,36.5,12893,114.5,103.5,119.2,113.5,4015.6,5639.7996,8127,9.21,6.29,2.92
2007,贵州省,20226.3669,1392.0272,,250.8432,29.552,568.8133,108.9067,,111.2759,22687.785,6.0308,7.867,2884.11,446.38,1148.27,1007.75,140.52,1147.25,164.38,174.26,64.19,109.73,105.22,529.47,16.3,41.9,41.8,6915,114.8,103.3,114,118,821.8,1488.8043,3762,13.28,6.6,6.68
2007,云南省,14499.4302,3944.7072,0.3326,463.0568,109.8859,1184.5886,15.9793,,118.853,20336.834,4.5053,4.261,4772.52,837.35,2051.08,1711.78,339.3,1852.88,196.06,354.32,97.47,169.27,192.12,843.64,17.7,43.3,39.1,10540,112.2,105.5,115.2,112.6,1394.6,2759.0333,4514,13.08,6.22,6.86
2007,陕西省,15019.4381,1165.6073,4865.1624,839.8633,5.4062,867.603,3.5827,,894.9697,23661.633,6.3131,4.11,5757.29,592.63,2964.56,2544.42,420.14,1908.6,311.86,392.84,106.64,175.5,138.95,782.81,10.8,54.2,34.9,14607,115.8,105,117.2,113.8,1800.9,3415.0239,3748,10.21,6.16,4.05
2007,甘肃省,8476.89,1608.2517,4332.9989,256.7298,16.6439,353.1912,45.4333,,280.7875,15370.926,5.8735,5.688,2702.4,385.97,1279.32,1063.84,215.48,1037.11,181.24,166.85,68.21,61.6,83.52,475.69,14.3,47.3,38.4,10346,112.3,104,116.8,110.5241,833.3,1304.157,2617,13.14,6.65,6.49
2007,青海省,2013.4181,276.71,333.0936,48.0893,6.1351,149.8753,0.5707,,438.3923,3266.284,5.9172,4.096,797.35,83.41,417.78,344.52,73.26,282.42,40.9,44.75,12.35,25.91,17.96,140.55,10.6,53.3,36,14257,113.5,104.4,114.9,111.6971,208.3,482.843,552,14.93,6.13,8.8
2007,宁夏回族自治区,7867.6645,186.3826,474.1027,56.1139,8.4738,268.7527,1.6804,,194.6245,9057.795,14.8488,9.855,919.11,97.89,451.82,380.22,71.6,339.49,55.56,48.11,16.11,47.81,28.07,143.83,11,50.8,38.2,14649,112.7,106.5,116.1,110.4045,233.3,599.7984,610,14.8,5.04,9.76
2007,新疆维吾尔自治区,9406.359,815.4955,5665.0709,364.6524,101.078,1172.9333,70.5753,,1511.3167,19107.481,9.1205,5.423,3523.16,628.72,1647.55,1405.11,242.44,1246.89,177.28,187.1,57.69,149.22,91.28,584.32,17.8,46.8,35.4,16999,112.2,107.1,112.7,114.3,847.7,1850.8415,2095,16.79,5.01,11.78
2007,延边朝鲜族自治州,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,西藏自治区,,,,,,,,,,,,,341.43,54.89,98.48,27.62,70.86,188.82,20.48,29.04,19.55,6.21,12.19,101.35,16,28.8,55.2,12109,114,104.2,116,116.04,112,270.3427,284,16.4,5.1,11.3
2008,北京市,5228.6196,666.9164,3377.0822,998.4524,967.0141,704.3366,81.2282,,1313.0119,13336.661,7.8682,1.2,11115,112.81,2693.15,2198.49,494.66,7682.07,505.74,1060.92,277.52,1493.58,610.84,3733.47,1.1,25.7,73.2,63029,109.1,101.1,102.4,111.7,4645.5,3814.7291,1695,8.17,4.75,3.42
2008,天津市,7559.4271,2059.8028,2389.9579,435.6734,55.0644,898.198,293.2395,,364.5692,14055.932,11.9523,2.092,6719.01,122.58,3821.07,3533.86,287.21,2410.73,320.63,604.64,106.09,360.55,202.38,816.44,1.9,60.1,37.9,55473,116.5,103.1,118.2,114.7,2078.7,3389.7939,1176,8.13,5.94,2.19
2008,河北省,46462.0313,17205.4234,4105.4731,618.2779,22.3842,1648.2567,208.6823,,371.7133,70642.242,10.1079,4.412,16011.97,2034.6,8777.42,7967.62,809.8,5376.59,1281.27,844.94,147.82,419.01,435.87,2247.68,12.6,54.2,33.2,23239,110.1,104.9,110.5,111.1,4991.1,8866.5605,6988.82,13.04,6.49,6.55
2008,山西省,53985.3071,6755.2528,,693.0183,44.5557,1465.4305,38.3313,,142.8834,63124.779,18.5084,8.629,7315.4,302.48,4265.77,3919.8,345.97,2370.48,476.52,421.82,171.07,189.76,168.99,942.32,4.4,61.5,34.2,20398,108.5,102.5,107.4,110.6,2421.1,3531.1563,3410.61,11.32,6.01,5.31
2008,内蒙古自治区,42319.8534,3954.0149,572.292,764.0393,21.9893,2126.9588,43.5944,,660.944,50463.686,20.9069,5.94,8496.2,906.98,4271.03,3798.6,472.43,2583.79,640.5,548.42,235.55,166.85,167.58,824.89,11.7,55,33.3,32214,117.8,107.5,120.5,115.5,2463,5475.4076,2413.73,9.81,5.54,4.27
2008,中国,534841.2136,85631.2584,107346.6844,17998.3871,3930.1514,41948.3367,10263.3511,6579.6608,17598.4721,826137.516,6.2208,2.588,319244.6128,32464.1374,149952.9373,131723.995,18807.5655,136827.538,16367.5689,26186.1632,6616.0713,18345.5679,14600.2526,53169.3043,10.169,46.9712,42.8598,24100.2082,109.6507,105.156,109.839,110.4758,114830.1,172828.3998,132802,12.14,7.06,5.08
2008,辽宁省,29200.7369,6990.2644,17978.2546,1202.2021,75.8996,2412.9463,1203.712,,350.9303,59414.946,13.7704,4.347,13668.58,1302,7512.11,6735.74,776.37,4647.46,715.17,1239.86,264.02,345.62,416.21,1666.57,9.7,55.8,34.5,31259,113.4,106.3,115.5,111.2,5032.4,10019.0695,4314.7,6.32,5.22,1.1
2008,吉林省,15919.8909,1551.7183,2767.6858,381.6096,3.5839,968.9045,126.3127,,299.4057,22019.111,8.0538,3.427,6426.1,916.7,3064.63,2686.98,377.65,2442.73,318.84,591.41,142.29,147.2,181.35,1061.64,14.3,47.7,38,23514,116,109.5,117.2,116.7,2549.2,5038.9232,2734,6.65,5.04,1.61
2008,黑龙江省,21317.8508,650.9645,5249.5733,817.0194,1.549,1365.5859,221.4911,,681.294,30305.328,7.9222,3.645,8314.37,1089.1,4365.9,3927.58,438.32,2855,386.79,632.59,152.82,155.28,249.86,1277.66,13.1,52.5,34.4,21727,111.8,108.2,112.1,112.4,2928.3,3655.965,3825.39,7.91,5.68,2.23
2008,上海市,10396.3528,2046.0847,5901.4872,997.2224,976.3687,1323.7696,2500.6685,,649.47,24791.424,13.1279,1.762,14069.86,111.8,6235.92,5784.99,450.93,7350.43,769.64,1266.37,246.89,1442.6,747,2877.93,0.8,45.5,53.7,73124,109.7,100.7,108.2,111.3,4577.2,4823.1478,1888.46,8.89,6.17,2.72
2008,江苏省,39456.2899,5409.7639,6994.9051,1645.3437,65.1479,2003.1218,691.169,,1366.7014,57632.443,7.5069,1.86,30981.98,2100,16663.81,15068.98,1594.83,11548.8,1218.81,3026.27,545.04,1483.23,1220.98,4054.47,6.9,55,38.1,39622,112.7,104,112.9,112.7,9905.1,15300.5502,7677.3,9.34,7.04,2.3
2008,浙江省,24813.1107,1391.7981,6916.9464,1392.1868,166.7727,2785.5733,697.0661,,383.1873,38546.641,7.5286,1.796,21462.69,1095.43,11580.33,10359.77,1220.56,8811.17,827.71,2027.59,362.81,1405.2,1082.98,3104.88,5.1,53.9,41,42214,110.1,103.9,109.4,111.8,7533.3,9323.002,5120,10.2,5.62,4.58
